,fdc_id,brand_owner,brand_name,subbrand_name,gtin_upc,ingredients,not_a_significant_source_of,serving_size,serving_size_unit,household_serving_fulltext,branded_food_category,data_source,package_weight,modified_date,available_date,market_country,discontinued_date,preparation_state_code,trade_channel
1464418,2092492,"Tyson Foods, Inc.",TYSON,,23700033840,"CHICKEN, WATER, SALT AND NATURAL FLAVOR. BREADED WITH: WHEAT FLOUR, WATER, WHEAT STARCH, WHITE WHOLE WHEAT FLOUR, SALT, YELLOW CORN FLOUR, CORN STARCH, DRIED ONION, DRIED GARLIC, DRIED YEAST, BROWN SUGAR, EXTRACTIVES OF PAPRIKA, AND SPICES. BREADING SET IN VEGETABLE OIL.",,76.0,g,,Frozen Patties and Burgers,LI,19.25 oz/1.2 lbs/545 g,2019-07-11,2021-10-28,United States,,,
1464419,2092493,"Tyson Foods, Inc.",TYSON,,23700042866,"BONELESS, SKINLESS CHICKEN BREAST STRIPS WITH RIB MEAT, BLEACHED WHEAT FLOUR, WATER, AGED CAYENNE RED PEPPERS, VINEGAR, WHEAT FLOUR, SALT, CONTAINS 2% OR LESS OF THE FOLLOWING: CAROB BEAN GUM, DEHYDRATED GARLIC, DEHYDRATED ONION, DEXTROSE, EXTRACTIVES OF PAPRIKA, GARLIC, GUAR GUM, LEAVENING (SODIUM ACID PYROPHOSPHATE, SODIUM BICARBONATE), MALTODEXTRIN, MODIFIED CORN STARCH, MODIFIED FOOD STARCH, NATURAL FLAVOR, ONION POWDER, POLYSORBATE 80, SODIUM DIACETATE, SODIUM PHOSPHATES, SPICE EXTRACTIVES, SPICES, SUGAR, VINEGAR POWDER (MALTODEXTRIN, MODIFIED FOOD STARCH, VINEGAR), XANTHAN GUM, YEAST, YELLOW CORN FLOUR. BLANCHED IN VEGETABLE OIL.",,84.0,g,,Frozen Appetizers & Hors D'oeuvres,LI,56 oz/3.5 lbs/1.58 kg,2018-02-10,2021-10-28,United States,,,
1464444,2092518,"Tyson Foods, Inc.",TYSON,NATURALS,23700043801,"BONELESS, SKINLESS CHICKEN BREAST WITH RIB MEAT, WATER, WHEAT FLOUR, CONTAINS 2% OR LESS OF THE FOLLOWING: BAKING SODA, CORN STARCH, CREAM OF TARTAR, DRIED GARLIC, DRIED ONION, EXPELLER PRESSED CANOLA OIL, EXTRACTIVES OF PAPRIKA, NATURAL FLAVORS, RICE FLOUR, RICE STARCH, SALT, SEA SALT, SOYBEAN OIL, SPICES, SUGAR, WHEAT FLOUR, YEAST, YEAST EXTRACT. BREADING SET IN VEGETABLE OIL.",,84.0,g,,Frozen Appetizers & Hors D'oeuvres,LI,20 oz/1.25 lbs/566 g,2017-08-22,2021-10-28,United States,,,
1464448,2092522,"Tyson Foods, Inc.",TYSON,,23700018618,"INGREDIENTS: CHICKEN, WATER, SEASONING (SALT, NATURAL FLAVORING), NATURAL FLAVOR, SALT, SEASONING (SALT, OIL OF GARLIC). BREADED WITH: WHEAT FLOUR, WATER, SALT, DEXTROSE, SPICE, YELLOW CORN FLOUR, BUTTERMILK POWDER, EXTRACTIVES OF PAPRIKA. BREADING SET IN VEGETABLE OIL.",,76.0,g,,Frozen Patties and Burgers,LI,26 OZ/1.62 LB/737 g,2020-05-06,2021-10-28,United States,,,
1464457,2092531,"Tyson Foods, Inc.",TYSON,,23700044099,"BONELESS SKINLESS CHICKEN BREAST WITH RIB MEAT, BLEACHED WHEAT FLOUR, WATER, WHEAT FLOUR, MODIFIED FOOD STARCH, CONTAINS 2% OR LESS OF THE FOLLOWING: ANNATTO EXTRACT (COLOR), DEXTROSE, DISODIUM INOSINATE AND DISODIUM GUANYLATE, DRIED GARLIC, DRIED ONION, DRIED YEAST, HYDROLYZED CORN GLUTEN, LEAVENING (SODIUM ACID PYROPHOSPHATE, SODIUM ALUMINUM PHOSPHATE, SODIUM BICARBONATE, MONOCALCIUM PHOSPHATE), PAPRIKA EXTRACT (COLOR), SALT, SODIUM ALGINATE, SODIUM PHOSPHATES, SPICES, SUGAR, YELLOW CORN FLOUR. FRIED IN VEGETABLE OIL.",,90.0,g,,Frozen Appetizers & Hors D'oeuvres,LI,64 oz/4 lbs/1.81 kg,2018-01-24,2021-10-28,United States,,,
1464482,2092556,"Tyson Foods, Inc.",TYSON,,23700030269,"CHICKEN BREAST TENDERLOINS ENHANCED WITH UP TO 8% OF SEASONED CHICKEN BROTH. SEASONED CHICKEN BROTH INGREDIENTS: CHICKEN BROTH, SALT, SUGAR, CHICKEN BROTH, BUTTER OIL (MILK), GARLIC POWDER, SPICES, ONION POWDER, MALTODEXTRIN AND FLAVORS. BREADED WITH: WHEAT FLOUR, WATER, VITAL WHEAT GLUTEN, NATURAL SEA SALT, YELLOW CORN FLOUR, DRIED EGG WHITES, SALT, SOYBEAN OIL, DEXTROSE, ONION POWDER, GARLIC POWDER, SUGAR, TORULA YEAST, SPICES, DRIED YEAST, EXTRACTIVES OF PAPRIKA, AND NATURAL FLAVOR. BREADING SET IN VEGETABLE OIL.",,112.0,g,,Frozen Appetizers & Hors D'oeuvres,LI,64 oz/4 lbs/1.81 kg,2021-04-16,2021-10-28,United States,,,
1464698,2092772,"Tyson Foods, Inc.",NATURERAISED FARMS,,23700043733,"PORK, WATER, SEA SALT, EVAPORATED CANE JUICE, NATURAL FLAVORING (CELERY).","NOT A SIGNIFICANT SOURCE OF DIETARY FIBER, SUGARS, VITAMIN A, VITAMIN C OR CALCIUM.",15.0,g,,"Bacon, Sausages & Ribs",LI,36 oz/2.25 lbs,2020-04-15,2021-10-28,United States,,,
1464721,2092795,"Tyson Foods, Inc.",TYSON,,23700033376,"CURED WITH WATER, SALT, SUGAR, SODIUM PHOSPHATE, SODIUM ERYTHORBATE, SODIUM NITRITE.",,18.0,g,,"Bacon, Sausages & Ribs",LI,16 oz/1 lbs/453 g,2017-07-14,2021-10-28,United States,,,
1464741,2092815,"Tyson Foods, Inc.",TYSON,,23700027726,"CHICKEN BREAST TENDERLOINS, WHEAT FLOUR, WATER, CHICKEN BROTH, CONTAINS 2% OR LESS OF THE FOLLOWING: DEXTROSE, EXTRACTIVES OF BLACK PEPPER AND PAPRIKA, GARLIC POWDER, MUSTARD, NATURAL FLAVOR, ONION POWDER, SALT, SOYBEAN OIL, SPICES, SUGAR, WHEAT GLUTEN, YEAST.",,112.0,g,,Frozen Appetizers & Hors D'oeuvres,LI,5 lbs/80 oz/2.26 kg,2018-01-20,2021-10-28,United States,,,
1464749,2092823,"Tyson Foods, Inc.",TYSON,,23700598110,"CURED WITH WATER, SALT, SUGAR, SODIUM PHOSPHATE, SODIUM ERYTHORBATE, SODIUM NITRITE.",,24.0,g,,"Bacon, Sausages & Ribs",LI,16 oz/1 lbs/453.5 g,2017-07-14,2021-10-28,United States,,,
1465153,2093227,"Tyson Foods, Inc.",TYSON,,23700044488,"BONELESS, SKINLESS PORTIONED CHICKEN BREASTS WITH RIB MEAT, WHEAT FLOUR, WATER, CONTAINS 2% OR LESS OF THE FOLLOWING: BAKERS YEAST, BROWN SUGAR, CANOLA OIL, CHICKEN FAT, CORN STARCH, DEXTROSE, DRIED CHICKEN BROTH, DRIED GARLIC, DRIED ONION, DRIED YEAST, NATURAL FLAVOR PAPRIKA, PAPRIKA EXTRACT (COLOR), SALT, SOYBEAN OIL, SPICES, SUGAR, YEAST EXTRACT. BREADING SET IN VEGETABLE OIL.",,84.0,g,,Frozen Appetizers & Hors D'oeuvres,LI,,2017-11-01,2021-10-28,United States,,,
1467475,2095549,"Tyson Foods, Inc.",TYSON,,23700636126,"CHICKEN BREAST WITH RIB MEAT, WATER, SEASONING [SALT, SPICES, GARLIC POWDER, MALTODEXTRIN, SOY SAUCE (WHEAT, SOYBEANS SALT), CORN SYRUP SOLIDS, DEXTROSE, HYDROLYZED CORN PROTEIN, DEHYDRATED CILANTRO, LIME JUICE SOLIDS, NATURAL MESQUITE SMOKE FLAVOR, CITRIC ACID, NATURAL FLAVORS], CONTAINS 2% OR LESS OF MODIFIED FOOD STARCH, VINEGAR, SODIUM PHOSPHATES, CARAMEL COLOR.",,84.0,g,,"Frozen Poultry, Chicken & Turkey",LI,,2017-09-06,2021-10-28,United States,,,
1467492,2095566,"Tyson Foods, Inc.",TYSON,GRILLED & READY,23700636133,"CHICKEN BREAST WITH RIB MEAT, CHICKEN BROTH, CONTAINS 2% OR LESS OF: MODIFIED FOOD STARCH, DEXTROSE, SALT, VINEGAR, ROASTED CHICKEN FLAVOR (CONTAINS SALT, AUTOLYZED YEAST EXTRACT, SUGAR, MOLASSES, DISODIUM INOSINATE, DISODIUM GUANYLATE AND SODIUM PHOSPHATES), BROWN SUGAR, CHICKEN BROTH CONCENTRATE [CHICKEN BROTH, YEAST EXTRACT, CHICKEN FLAVOR (CHICKEN FAT AND FLAVORING), CORN SYRUP SOLIDS, SALT AND FLAVOR]. SODIUM PHOSPHATES, NATURAL FLAVOR.",,84.0,g,,"Pepperoni, Salami & Cold Cuts",LI,6 oz/170 g,2017-07-14,2021-10-28,United States,,,
1476902,2104976,"Tyson Foods, Inc.",TYSON,,23700044464,"BONELESS, SKINLESS CHICKEN BREAST WITH RIB MEAT, WATER, SEASONING (SUGAR, SALT, GARLIC POWDER, ONION POWDER, NATURAL CHICKEN FLAVOR, BLACK PEPPER, MOLASSES), CONTAINS 2% OR LESS OF THE FOLLOWING: CORN STARCH, SEA SALT, CHICKEN FLAVOR (CHICKEN BROTH, SALT, POWDERED COOKED CHICKEN, NATURAL FLAVOR), SUGAR.",,84.0,g,,Frozen Appetizers & Hors D'oeuvres,LI,20 oz/1.25 lbs/566 g,2017-07-14,2021-10-28,United States,,,
1476906,2104980,"Tyson Foods, Inc.",TYSON,,23700043719,"BONELESS, SKINLESS CHICKEN BREAST WITH RIB MEAT, WHEAT FLOUR, WATER, CONTAINS 2% OR LESS OF THE FOLLOWING: BROWN SUGAR, CANOLA OIL, CHICKEN FAT, DEXTROSE, DRIED CHICKEN BROTH, DRIED GARLIC, DRIED ONION, DRIED YEAST, NATURAL FLAVOR, PAPRIKA, PAPRIKA EXTRACT (COLOR), SALT, SPICES, SUGAR, YEAST, YEAST EXTRACT. BREADING SET IN VEGETABLE OIL.",,84.0,g,,Frozen Appetizers & Hors D'oeuvres,LI,20 oz/1.25 lbs/566 g,2017-07-14,2021-10-28,United States,,,
1478935,2107009,"Tyson Foods, Inc.",TYSON,,23700162229,"CHICKEN BROTH, SALT, NATURAL FLAVORINGS.",,112.0,g,,"Frozen Poultry, Chicken & Turkey",LI,40 oz/1.13 kg,2018-07-12,2021-10-28,United States,,,
1478936,2107010,"Tyson Foods, Inc.",TYSON,,23700018601,"CHICKEN, WATER, SEASONING (MALTODEXTRIN, SALT, SPICE, ONION POWDER, AUTOLYZED YEAST EXTRACT, GARLIC POWDER, SPICE EXTRACTIVES, LACTIC ACID, AND EXTRACTIVES OF PAPRIKA), SODIUM PHOSPHATES. BATTERED WITH: WATER, WHEAT FLOUR, MODIFIED CORN STARCH, SALT, LEAVENING AGENTS (SODIUM BICARBONATE, SODIUM ACID PYROPHOSPHATE, MONOCALCIUM PHOSPHATE), DEXTROSE, ONION POWDER, GUAR GUM, EXTRACTIVES OF PAPRIKA, AND SPICE EXTRACTIVES. BREADED WITH: BLEACHED WHEAT FLOUR, YELLOW CORN FLOUR, SPICE, SALT, DEXTROSE, EXTRACTIVES OF PAPRIKA, YEAST, AND SPICE EXTRACTIVES. BREADING SET IN VEGETABLE OIL.",,76.0,g,,Frozen Patties and Burgers,LI,26 oz/1.62 lbs/737 g,2018-09-07,2021-10-28,United States,,,
1478937,2107011,"Tyson Foods, Inc.",TRIMMED & READY,,23700021281,"*ALL NATURAL CHICKEN BROTH INGREDIENTS: CHICKEN BROTH, SALT, NATURAL FLAVORINGS.",,112.0,g,,"Frozen Poultry, Chicken & Turkey",LI,40 oz/2.5 lbs/1.13 kg,2018-03-27,2021-10-28,United States,,,
1478938,2107012,"Tyson Foods, Inc.",TYSON,,23700030061,"CHICKEN BROTH, SALT, NATURAL FLAVORINGS.",,112.0,g,,"Frozen Poultry, Chicken & Turkey",LI,36 oz/2.25 lbs/1.02 kg,2018-07-12,2021-10-28,United States,,,
1478948,2107022,"Tyson Foods, Inc.",TYSON,,23700040046,"PORK LOIN , WATER, CONTAINS 2% OR LESS OF THE FOLLOWING: AUTOLYZED YEAST EXTRACT, CARAMELIZED SUGAR, DEHYDRATED PARSLEY, DISODIUM GUANYLATE AND DISODIUM INOSINATE, FLAVORS, GARLIC POWDER, GUM ARABIC, MALTODEXTRIN, NATURAL FLAVORS, NATURAL SMOKE FLAVOR, ONION POWDER, PORK FAT, PORK STOCK, PROPYL GALLATE, SALT, SMOKED SUGAR (WATER AND NATURAL SMOKED SUGAR), SODIUM PHOSPHATES, SPICES, SUGAR, THIAMINE HYDROCHLORIDE, YEAST EXTRACT.",,56.0,g,,Cooked & Prepared,LI,18 oz/1.12 lbs/510 g,2019-01-06,2021-10-28,United States,,,
1478949,2107023,"Tyson Foods, Inc.",TYSON,,23700014115,"BONELESS, SKINLESS CHICKEN BREASTS WITH RIB MEAT, WHEAT FLOUR, WATER CONTAINS 2% OR LESS OF THE FOLLOWING: DEXTROSE, DRIED YEAST, EXTRACTIVES OF PAPRIKA, GARLIC POWDER, ONION POWDER, SALT, SOYBEAN OIL, SPICES, SUGAR, TORULA YEAST, WHEAT GLUTEN, YELLOW CORN FLOUR. BREADING SET IN VEGETABLE OIL.",,117.0,g,,Frozen Appetizers & Hors D'oeuvres,LI,,2017-11-17,2021-10-28,United States,,,
1478950,2107024,"Tyson Foods, Inc.",TYSON,,23700014139,"BONELESS, SKINLESS CHICKEN BREAST WITH RIB MEAT, WATER, ENRICHED WHEAT FLOUR (NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), BLEACHED WHEAT FLOUR, WHEAT FLOUR, SUGAR, CONTAINS 2% OR LESS OF: BROWN SUGAR, CORN SYRUP, DEXTROSE, DISTILLED VINEGAR, DRIED WHEY, DRIED YEAST, GARLIC POWDER, HIGH FRUCTOSE CORN SYRUP, HONEY, LEAVENING (SODIUM ACID PYROPHOSPHATE, SODIUM BICARBONATE), MALTED BARLEY FLOUR, MODIFIED FOOD STARCH, MUSTARD (DISTILLED VINEGAR, WATER, MUSTARD SEED, SALT, TURMERIC, PAPRIKA, SPICE, GARLIC POWDER), NATURAL SMOKE FLAVOR, OILS (SOYBEAN OIL, CANOLA OIL, PALM OIL), ONION POWDER, PAPRIKA, POLYSORBATE 80, SALT, SODIUM BENZOATE, SODIUM PHOSPHATES, SOY LECITHIN, SPICE EXTRACTIVES (INCLUDING PAPRIKA, GARLIC AND ONION EXTRACTIVES), SPICES, TBHQ (TO PROTECT FLAVOR), TOMATO PASTE, VINEGAR POWDER (MALTODEXTRIN, MODIFIED CORN STARCH, VINEGAR SOLIDS), WORCESTERSHIRE SAUCE POWDER [CORN SYRUP SOLIDS, SALT, CARAMEL COLOR, GARLIC, SUGAR, SPICES, SOY SAUCE SOLIDS (FERMENTED WHEAT AND SOYBEANS, SALT, MALTODEXTRIN, CARAMEL COLOR), TAMARIND, NATURAL FLAVOR, SULFITING AGENT], XANTHAN GUM, AND YELLOW CORN FLOUR. BREADING SET IN VEGETABLE OIL.",,84.0,g,,Frozen Appetizers & Hors D'oeuvres,LI,,2018-02-13,2021-10-28,United States,,,
1478951,2107025,"Tyson Foods, Inc.",TYSON,,23700014856,"BONELESS CHICKEN BREAST TENDERLOINS, WATER, SEASONING (SALT, NATURAL FLAVORING), SALT, SEASONING (SALT, FLAVORING). BREAD WITH: WHEAT FLOUR, WATER, SALT, SPICE, DEXTROSE, YELLOW CORN FLOUR, BUTTERMILK POWDER, EXTRACTIVES OF PAPRIKA. BREADING SET IN VEGETABLE OIL.",,84.0,g,,Frozen Appetizers & Hors D'oeuvres,LI,,2017-07-14,2021-10-28,United States,,,
1478952,2107026,"Tyson Foods, Inc.",TYSON,,23700033680,"CHICKEN BREAST WITH RIB MEAT, RICE FLOUR, WATER, YELLOW CORN FLOUR, CONTAINS 2% OR LESS OF THE FOLLOWING: ANNATTO EXTRACT, CORN STARCH, DRIED GARLIC, DRIED ONION, GARLIC POWDER, NATURAL FLAVOR, NATURAL SEA SALT, OIL OF GARLIC, ONION POWDER, PAPRIKA EXTRACT, SALT, SPICES, TORULA YEAST, WHITE PEPPER, XANTHAN GUM, BREADING SET IN VEGETABLE OIL.",,79.0,g,,Frozen Appetizers & Hors D'oeuvres,LI,18 oz/510 g,2018-07-19,2021-10-28,United States,,,
1478953,2107027,"Tyson Foods, Inc.",TYSON,,23700014054,"WHITE MEAT CHICKEN, WATER, ENRICHED WHEAT FLOUR (NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), WHEAT FLOUR, VINEGAR, AGED CAYENNE PEPPERS, CONTAINS 2% OR LESS OF: CARAMEL COLOR, CAROB BEAN GUM, DEHYDRATED GARLIC, DEHYDRATED ONION, DEXTROSE, DRIED YEAST, EGG SOLIDS, GRANULATED GARLIC, GUAR GUM, LEAVENING (SODIUM BICARBONATE AND SODIUM ALUMINIUM PHOSPHATE), MALTED BARLEY FLOUR, MALTODEXTRIN, MODIFIED CORN STARCH, MODIFIED FOOD STARCH, NATURAL FLAVOR, NONFAT MILK, OILS (SOYBEAN OIL, CANOLA OIL, PALM OIL), OLEORESIN PAPRIKA, SALT, SODIUM ALGINATE, SODIUM DIACETATE, SODIUM PHOSPHATES, SOY FLOUR, SPICE EXTRACTIVES (INCLUDING EXTRACTIVES OF PAPRIKA), SPICES, TBHQ (TO PROTECT FLAVOR), VINEGAR POWDER (MALTODEXTRIN, MODIFIED FOOD STARCH, VINEGAR), WHEY, XANTHAN GUM AND YELLOW CORN FLOUR. BREADING SET IN VEGETABLE OIL.",,84.0,g,,Frozen Appetizers & Hors D'oeuvres,LI,,2017-07-14,2021-10-28,United States,,,
1478954,2107028,"Tyson Foods, Inc.",TYSON,,23700014931,"WHITE MEAT CHICKEN, WATER, ENRICHED WHEAT FLOUR (NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), BLEACHED WHEAT FLOUR, SUGAR, WHEAT FLOUR CONTAINS 2% OR LESS OF THE FOLLOWING: BROWN SUGAR, CORN SYRUP, DEXTROSE, DISTILLED VINEGAR, DRIED YEAST, GARLIC POWDER, HIGH FRUCTOSE CORN SYRUP, HONEY, LEAVENING (SODIUM ACID PYROPHOSPHATE, SODIUM BICARBONATE), MALTED BARLEY FLOUR, MODIFIED CORN STARCH, MODIFIED FOOD STARCH, MUSTARD (DISTILLED VINEGAR, WATER, MUSTARD SEED, SALT, TURMERIC, PAPRIKA, SPICE, GARLIC POWDER), OILS (SOYBEAN OIL, CANOLA OIL, PALM OIL), ONION POWDER, PAPRIKA, POLYSORBATE 80, SALT, SMOKE FLAVOR, SODIUM BENZOATE (AS A PRESERVATIVE), SODIUM PHOSPHATES, SOYBEAN OIL, SPICE EXTRACTIVES (INCLUDING PAPRIKA, GARLIC AND ONION), SPICE, TBHQ (TO PROTECT FLAVOR), TOMATO PASTE, XANTHAN GUM, YELLOW CORN FLOUR. BREADING SET IN VEGETABLE OIL.",,84.0,g,,Frozen Dinners & Entrees,LI,,2017-11-17,2021-10-28,United States,,,
1479122,2107196,"Tyson Foods, Inc.",TYSON,,23700162243,"ALL NATURAL* CHICKEN BROTH INGREDIENTS: CHICKEN BROTH, SALT, NATURAL FLAVORINGS.",,112.0,g,,"Frozen Poultry, Chicken & Turkey",LI,40 oz/2.5 lbs/1.13 kg,2018-07-24,2021-10-28,United States,,,
1479123,2107197,"Tyson Foods, Inc.",TYSON,,23700162205,"ALL NATURAL* CHICKEN BROTH INGREDIENTS: CHICKEN BROTH, SALT, NATURAL FLAVORINGS.",,112.0,g,,"Frozen Poultry, Chicken & Turkey",LI,1.13 kg/2.5 lbs/40 oz,2021-06-05,2021-10-28,United States,,,
1479655,2107729,"Tyson Foods, Inc.",TYSON,DAY STARTS,23700039101,"CROISSANT FLATBREAD: FLOUR (WHEAT, MALTED BARLEY), WATER, SOYBEAN OIL, VEGETABLE SHORTENING (PALM OIL, SOY LECITHIN, ARTIFICIAL BUFFER FLAVOR, BETA CAROTENE), YEAST, SUGAR, SALT, LEAVENING (SODIUM BICARBONATE, MONOCALCIUM PHOSPHATE MONOHYDRATE, DICALCIUM PHOSPHATE DIHYDRATE), DOUGH CONDITIONERS (GUAR GUM, DIACETYL TARTARIC ACID ESTER OF MONO-AND DIGLYCERIDES, DEXTROSE, ENZYMES), CALCIUM PROPIONATE (PRESERVATIVE), NATURAL AND ARTIFICIAL FLAVORS, SODIUM METABISULFITE, AND SOY LECITHIN. TOPPINGS: WHOLE EGGS, WATER, BACON (CURED WITH WATER, SALT, SUGAR, SODIUM PHOSPHATE, SODIUM ERYTHORBATE, SODIUM NITRITE. MAY CONTAIN SMOKE FLAVORING.), COLBY CHEESE [PASTEURIZED MILK, CHEESE CULTURE, SALT, ENZYMES, ANNATTO (VEGETABLE COLOR)], MONTEREY JACK CHEESE (PASTEURIZED MILK, CHEESE CULTURE, SALT, ENZYMES), SKIM MILK, CONTAINS 2% OR LESS OF THE FOLLOWING: AUTOLYZED YEAST EXTRACT, CITRIC ACID, CORN STARCH, DEHYDRATED CHEDDAR CHEESE [(PASTEURIZED MILK, CHEESE CULTURES, SALT, ENZYMES), WHEY, SALT], DEHYDRATED CREAMER (SUNFLOWER OIL, CORN SYRUP SOLIDS, SODIUM CASEINATE, MONO AND DIGLYCERIDES, SOY LECITHIN), DEHYDRATED GARLIC, DEHYDRATED BUTTER FLAVOR [NATURAL FLAVOR, WHEY, SALT, CORN SYRUP SOLIDS, BUTTER, GUAR GUM, BUTTERMILK, NONFAT DRY MILK SOLIDS, (ANNATTO AND TURMERIC)], DEHYDRATED ONION, DEHYDRATED PARMESAN & ROMANO CHEESE (WHOLE COW'S MILK, SALT, CULTURES, ENZYMES), DEHYDRATED WHEY, DIPOTASSIUM PHOSPHATE, EXTRACTIVE OF PAPRIKA, LACTIC ACID (CONTAINS CALCIUM LACTATE), MODIFIED FOOD STARCH, NATAMYCIN (A NATURAL MOLD INHIBITOR), NONFAT DRY MILK, OLEORESIN TURMERIC, POTASSIUM CHLORIDE, POTATO STARCH AND POWDERED CELLULOSE (TO PREVENT CAKING), SALT, SOYBEAN OIL, XANTHAN GUM.",,125.0,g,,"Frozen Breakfast Sandwiches, Biscuits & Meals",LI,12.75 oz/361 g,2018-05-29,2021-10-28,United States,,,
1479807,2107881,"Tyson Foods, Inc.",TYSON,DAY STARTS,23700037275,"WHOLE EGGS, LAVASH FLATBREAD {FLOUR, (WHEAT FLOUR, MALTED BARLEY FLOUR), WATER, SOYBEAN OIL, MODIFIED WHEAT STARCH, YELLOW CORN MEAL, SALT, YEAST, DOUGH CONDITIONERS (DIACETYL TARTARIC ACID ESTERS OF MONO-AND DIGLYCERIDES, GUAR GUM, DEXTROSE, ENZYMES), CALCIUM PROPIONATE, SOY LECITHIN}, MILK (MILK, VITAMIN D3), SOYBEAN OIL, COLBY CHEESE [PASTEURIZED MILK, CHEESE CULTURE, SALT, ENZYMES, ANNATTO (VEGETABLE COLOR)], MONTEREY JACK CHEESE (PASTEURIZED MILK, CHEESE CULTURE, SALT, ENZYMES), CONTAINS 2% OR LESS OF ARTIFICIAL FLAVORS, CALCIUM SILICATE, CITRIC ACID, DEXTROSE, EXTRACTIVE OF SPICE, GUAR GUM, NATAMYCIN, PEA HULL FLOUR, POTATO STARCH AND POWDERED CELLULOSE, PROPYLENE GLYCOL, SALT, XANTAHN GUM.",,126.0,g,,"Frozen Breakfast Sandwiches, Biscuits & Meals",LI,9 oz/255 g,2018-05-31,2021-10-28,United States,,,
1480287,2108361,"Tyson Foods, Inc.",TYSON,,23700059628,"CHUNK CHICKEN, WATER, CONTAINS 2% OR LESS OF: SALT, MODIFIED FOOD STARCH, SODIUM PHOSPHATES, CHICKEN BROTH, FLAVORINGS.",,56.0,g,,Canned Meat,LI,12.5 oz/354 g,2018-03-11,2021-10-28,United States,,,
1480288,2108362,"Tyson Foods, Inc.",TYSON,,23700014092,"BONELESS, SKINLESS CHICKEN BREAST WITH RIB MEAT, CHICKEN BROTH, BLEACHED WHEAT FLOUR, VINEGAR, AGED CAYENNE PEPPERS, WHEAT FLOUR, SALT, CONTAINS 2% OR LESS OF THE FOLLOWING: MODIFIED CORN STARCH, SPICES, MALTODEXTRIN, YELLOW CORN FLOUR, SODIUM PHOSPHATES, MODIFIED TAPIOCA STARCH, VINEGAR POWDER (MALTODEXTRIN, MODIFIED FOOD STARCH, AND VINEGAR), SODIUM DIACETATE, DEXTROSE, SUGAR, DEHYDRATED ONION, DEHYDRATED GARLIC, XANTHAN GUM, YEAST, GUAR GUM, SPICE EXTRACTIVES, CARAMEL COLOR, OLEORESIN PAPRIKA, CAROB BEAN GUM, NATURAL FLAVOR, LEAVENING (SODIUM ACID PYROPHOSPHATE, SODIUM BICARBONATE), ONION POWDER, POLYSORBATE 80, EXTRACTIVES OF PAPRIKA AND GRANULATED GARLIC . BREADINGSET IN VEGETABLE OIL.",,84.0,g,,Frozen Appetizers & Hors D'oeuvres,LI,25 OZ/1.58 LB/708 g,2020-12-05,2021-10-28,United States,,,
1480289,2108363,"Tyson Foods, Inc.",TYSON,,23700014849,"BEEF, BLEACHED WHEAT FLOUR, WATER, MODIFIED FOOD STARCH, SALT, CONTAINS 2% OR LESS OF: DRIED YEAST, EXTRACTIVES OF TURMERIC, PAPRIKA AND ANNATTO, LEAVENING (SODIUM ACID PYROPHOSPHATE, SODIUM BICARBONATE), LEMON JUICE CONCENTRATE, ONION POWDER, SODIUM PHOSPHATES, SPICES, SPICE EXTRACTIVE, SUGAR, WHEAT GLUTEN, YEAST, YELLOW #5, YELLOW #6, AND YELLOW CORN FLOUR. BREADING SET IN VEGETABLE OIL.",,90.0,g,,Frozen Appetizers & Hors D'oeuvres,LI,20.5 oz/1.28 lbs/581 g,2018-03-11,2021-10-28,United States,,,
1480290,2108364,"Tyson Foods, Inc.",TYSON,ANY'TIZERS,23700014054,"BONELESS, SKINLESS CHICKEN BREAST CHUNKS WITH RIB MEAT, WATER, WHEAT FLOUR, VINEGAR, AGED CAYENNE PEPPERS, SALT, CONTAINS 2% OR LESS OF THE FOLLOWING: CANOLA OIL, CARAMEL COLOR, CAROB BEAN GUM, DEHYDRATED GARLIC , DEHYDRATED ONION, DRIED YEAST, EXTRACTIVES OF PAPRIKA, GRANULATED GARLIC, GUAR GUM, LEAVENING (SODIUM ACID PYROPHOSPHATE, SODIUM BICARBONATE), MALTODEXTRIN, MODIFIED FOOD STARCH, NATURAL FLAVOR, OLEORESIN PAPRIKA, ONION POWDER, POLYSORBATE 80, SODIUM DIACETATE, SODIUM PHOSPHATES, SPICE EXTRACTIVES, SPICES, SUGAR, VINEGAR POWDER (MALTODEXTRIN, MODIFIED FOOD STARCH, VINEGAR), WHEAT GLUTEN, XANTHAN GUM, YELLOW CORN FLOUR. BREADING SET IN VEGETABLE OIL.",,84.0,g,,Frozen Appetizers & Hors D'oeuvres,LI,24 oz/1.5 lbs/680 g,2021-04-15,2021-10-28,United States,,,
